,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
3938,1983,123,GSW,Tom Heywood,Weber State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3939,1983,124,DET,Derek Perry,Michigan State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3940,1983,125,DAL,Billy Allen,Nevada,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3941,1983,126,WSB,Donald Carroll,Saint Augustine's College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3942,1983,127,ATL,Tom Bethea,Richmond,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3943,1983,128,NYK,Tony Simms,Boston University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3944,1983,129,DEN,Glenn Green,Murray State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3945,1983,130,KCK,Alvis Rogers,Wake Forest,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3946,1983,131,POR,Derrick Pope,Montana,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3947,1983,132,SEA,Tony Wilson,Western Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3948,1983,133,NJN,Oscar Taylor,New Orleans,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3949,1983,134,MIL,Charles Hurt,Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3950,1983,135,PHO,Edward Bona,Fordham,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3951,1983,136,SAS,Ricky Hooker,St. Mary's University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3952,1983,137,BOS,Paul Atkins,Houston Baptist University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3953,1983,138,LAL,Mark Steele,Colorado State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3954,1983,139,PHI,Sedale Threatt,West Virginia Tech,14,951,22436,9327,1709,3613,0.485,0.293,0.815,22436,9.8,1.8,3.8,48.0,0.10300000000000001,-0.1,10.8
3957,1983,140,HOU,Brian Kellerman,Idaho,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3958,1983,141,IND,Tony Brown,Indiana,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3959,1983,142,CLE,John Columbo,John Carroll University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3960,1983,143,SDC,Dan Evans,Oregon State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3961,1983,144,CHI,Jacque Hill,USC,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3962,1983,145,GSW,Peter Williams,Utah,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3963,1983,146,UTA,Joe Kazanowski,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3964,1983,147,DET,Rob Gonzalez,Colorado,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3965,1983,148,DAL,Terrell Schlundt,Marquette,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3966,1983,149,WSB,Danny Womack,Winston-Salem State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3967,1983,150,ATL,Lex Drum,UAB,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3968,1983,151,NYK,Desi Barimore,Fresno State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3969,1983,152,KCK,Dane Suttle,Pepperdine,2,46,493,272,49,48,0.507,0.0,0.857,493,5.9,1.1,1.0,1.0,0.09300000000000001,-0.5,0.2
3970,1983,153,DEN,Maurice McDaniel,Cawtaba College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3971,1983,154,POR,Paul Little,Penn,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3972,1983,155,SEA,Tony Gattis,Mercer University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3973,1983,156,NJN,Keith Bennett,Sacred Heart University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3974,1983,157,MIL,Anthony Hicks,Xavier,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3975,1983,158,SAS,Keith Williams,Oklahoma Panhandle State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3976,1983,159,PHO,Fred Brown,VCU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,1983,160,BOS,Ron Jackson,Providence,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3978,1983,161,LAL,Ricky Mixon,Cal State Fullerton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3979,1983,162,PHI,Tony Bruin,Syracuse,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3982,1983,163,HOU,Jeff Bolding,Arkansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3983,1983,164,IND,Ray McCallum,Ball State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,1983,165,CLE,Larry Tucker,Lewis (IL),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3985,1983,166,SDC,Mark Gannon,Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3986,1983,167,CHI,Terry Bradley,Chicago State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3987,1983,168,UTA,Michael McCombs,College of Santa Fe,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3988,1983,169,GSW,Doug Harris,Central Washington University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3989,1983,170,DET,George Wenzel,Augustana College (IL),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3990,1983,171,DAL,Bill Sadler,Pepperdine,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3991,1983,172,WSB,Bernard Perry,Howard University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3992,1983,173,ATL,George Thomas,Georgia Tech,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3993,1983,174,NYK,Mike Lang,Penn State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3994,1983,175,DEN,Cliff Tribus,Davidson,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3995,1983,176,KCK,Preston Neumayr,UC-Davis,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3996,1983,177,POR,Frank Smith,Arizona,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3997,1983,178,SEA,Ray Smith,Armstrong Atlantic State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3998,1983,179,NJN,Joe Myers,Duquesne,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3999,1983,180,MIL,Brett Burkholder,DePaul,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,1983,181,PHO,Mike Mulquin,Villanova,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4001,1983,182,SAS,Norville Brown,Oklahoma Christian University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4002,1983,183,BOS,Trent Johnson,Pitt,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4003,1983,184,PHI,Gordon Austin,American University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4006,1983,185,HOU,James Campbell,Oklahoma City University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4007,1983,186,IND,Lynn Mitchem,Butler,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4008,1983,187,CLE,Joe Brown,Georgia State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4009,1983,188,SDC,David Maxwell,Fordham,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4010,1983,189,CHI,Ray Orange,Oklahoma Christian University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4011,1983,190,GSW,Greg Goorjiam,Loyola Marymount,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4012,1983,191,UTA,Ron Webb,Oklahoma Christian University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4013,1983,192,DET,Marlow McLain,Eastern Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4014,1983,193,DAL,Sherrod Arnold,Chicago State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4015,1983,194,WSB,Ricky Moreland,UMBC,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4016,1983,195,ATL,Wil Kotchery,Rutgers University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4017,1983,196,NYK,Charles Jones,Marshall,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4018,1983,197,KCK,Bernard Hill,Oklahoma Panhandle State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4019,1983,198,DEN,Bobby Van Noy,Cawtaba College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4020,1983,199,POR,Phil Hopson,Idaho,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4021,1983,200,SEA,Tony Washington,Hampton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4022,1983,201,NJN,Kevin Black,Rutgers University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4023,1983,202,MIL,Bill Varner,Notre Dame,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4024,1983,203,SAS,Gary Gaspard,St. Mary's University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4025,1983,204,PHO,Joe Dykstra,Western Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4026,1983,205,BOS,John Rice,University of Massachusetts Boston,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4027,1983,206,PHI,Charles Fisher,James Madison University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,1983,207,IND,Mark Smed,Augustana College (SD),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4031,1983,208,CLE,Jon Hanley,Xavier,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4032,1983,209,SDC,Keith Smith,San Diego State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4033,1983,210,CHI,Tom Emma,Duke,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4034,1983,211,UTA,Odell Mosteller,Auburn,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4035,1983,212,GSW,Michael Zeno,Cal State Long Beach,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4036,1983,213,DET,Ike Person,Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4037,1983,214,DAL,Clyde Corley,Florida International University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4038,1983,215,WSB,Isiah Singletary,Saint Louis,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,1983,216,ATL,Ronnie Carr,Western Carolina University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4040,1983,217,NYK,Bernard Randolph,DePaul,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4041,1983,218,DEN,Cleveland McCrae,Cawtaba College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4042,1983,219,KCK,Aaron Haskins,Washington State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4043,1983,220,POR,Russ Christianson,East Oregon University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4044,1983,221,SEA,David Binion,NC Central,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4045,1983,222,NJN,Rich Simkus,Princeton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4046,1983,223,MIL,Bob Kelly,St. John's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4047,1983,224,PHO,Bo Overton,Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4048,1983,225,SAS,Lamar Heard,Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4049,1983,226,BOS,Andy Kupec,Bentley College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4050,1984,1,HOU,Hakeem Olajuwon,Houston,18,1238,44222,26946,13748,3058,0.512,0.20199999999999999,0.7120000000000001,44222,21.8,11.1,2.5,162.8,0.177,4.7,74.4
4051,1984,2,POR,Sam Bowie,Kentucky,10,511,14098,5564,3845,1075,0.452,0.302,0.748,14098,10.9,7.5,2.1,26.9,0.091,-0.3,6.2
4052,1984,3,CHI,Michael Jordan,UNC,15,1072,41011,32292,6672,5633,0.49700000000000005,0.327,0.835,41011,30.1,6.2,5.3,214.0,0.25,9.2,116.1
4053,1984,4,DAL,Sam Perkins,UNC,17,1286,36598,15324,7666,1975,0.45899999999999996,0.36200000000000004,0.8109999999999999,36598,11.9,6.0,1.5,105.4,0.138,1.2,29.1
4054,1984,5,PHI,Charles Barkley,Auburn,16,1073,39330,23757,12546,4215,0.541,0.266,0.735,39330,22.1,11.7,3.9,177.2,0.21600000000000003,6.1,80.5
4055,1984,6,WSB,Melvin Turpin,Kentucky,5,361,6871,3071,1655,183,0.516,0.111,0.777,6871,8.5,4.6,0.5,13.7,0.096,-1.3,1.2
4056,1984,7,SAS,Alvin Robertson,Arkansas,10,779,24669,10882,4066,3929,0.47700000000000004,0.295,0.743,24669,14.0,5.2,5.0,52.1,0.10099999999999999,2.6,28.3
4057,1984,8,LAC,Lancaster Gordon,Louisville,4,201,2581,1125,259,294,0.391,0.271,0.767,2581,5.6,1.3,1.5,-2.7,-0.05,-5.4,-2.2
4058,1984,9,KCK,Otis Thorpe,Providence,17,1257,39822,17600,10370,2730,0.546,0.047,0.687,39822,14.0,8.2,2.2,106.4,0.128,-0.1,19.1
4059,1984,10,PHI,Leon Wood,Cal State Fullerton,6,274,4531,1742,316,867,0.392,0.326,0.792,4531,6.4,1.2,3.2,6.7,0.071,-1.2,0.9
4060,1984,11,ATL,Kevin Willis,Michigan State,21,1424,38362,17253,11901,1328,0.48700000000000004,0.21100000000000002,0.713,38362,12.1,8.4,0.9,81.8,0.102,-2.1,-1.0
4061,1984,12,CLE,Tim McCormick,Michigan,8,483,10390,4030,2366,491,0.535,0.063,0.703,10390,8.3,4.9,1.0,21.5,0.099,-2.0,0.0
4062,1984,13,PHO,Jay Humphries,Colorado,11,788,23062,8772,2003,4339,0.47600000000000003,0.297,0.782,23062,11.1,2.5,5.5,45.0,0.094,-0.1,11.0
4063,1984,14,LAC,Michael Cage,San Diego State,15,1140,29716,8278,8646,1057,0.515,0.0,0.664,29716,7.3,7.6,0.9,74.4,0.12,-0.2,13.7
4064,1984,15,DAL,Terence Stansbury,Temple,3,192,2984,1200,277,390,0.444,0.22399999999999998,0.779,2984,6.3,1.4,2.0,2.4,0.038,-3.5,-1.2
4065,1984,16,UTA,John Stockton,Gonzaga,19,1504,47764,19711,4051,15806,0.515,0.384,0.826,47764,13.1,2.7,10.5,207.7,0.209,6.8,106.5
4066,1984,17,NJN,Jeff Turner,Vanderbilt,10,612,11244,3697,2036,635,0.467,0.344,0.769,11244,6.0,3.3,1.0,8.9,0.038,-4.5,-7.2
4067,1984,18,IND,Vern Fleming,Georgia,12,893,24721,10125,3012,4293,0.498,0.18100000000000002,0.764,24721,11.3,3.4,4.8,52.0,0.10099999999999999,0.4,15.3
4068,1984,19,POR,Bernard Thompson,Fresno State,5,204,2935,1078,352,266,0.439,0.0,0.789,2935,5.3,1.7,1.3,3.4,0.055999999999999994,-2.9,-0.7
4069,1984,20,DET,Tony Campbell,Ohio State,11,690,15180,7994,2117,1019,0.456,0.254,0.79,15180,11.6,3.1,1.5,20.7,0.065,-1.4,2.2
4070,1984,21,MIL,Kenny Fields,UCLA,4,184,2692,1140,464,188,0.474,0.188,0.733,2692,6.2,2.5,1.0,4.2,0.07400000000000001,-2.2,-0.1
4071,1984,22,PHI,Tom Sewell,Lamar,1,21,87,20,4,6,0.25,0.0,0.5,87,1.0,0.2,0.3,-0.4,-0.201,-12.7,-0.2
4072,1984,23,LAL,Earl Jones,University of the District of Columbia,2,14,50,13,10,4,0.385,0.0,0.75,50,0.9,0.7,0.3,-0.1,-0.09,-12.4,-0.1
4073,1984,24,BOS,Michael Young,Houston,3,49,472,223,88,24,0.465,0.29600000000000004,0.711,472,4.6,1.8,0.5,1.1,0.11,0.0,0.2
4076,1984,25,IND,Devin Durrant,BYU,2,63,807,317,132,85,0.414,0.0,0.6890000000000001,807,5.0,2.1,1.3,-0.2,-0.012,-4.5,-0.5
4077,1984,26,POR,Victor Fleming,Xavier,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4078,1984,27,CLE,Ron Anderson,Fresno State,10,664,15112,7056,2312,952,0.47100000000000003,0.287,0.8140000000000001,15112,10.6,3.5,1.4,24.2,0.077,-1.3,2.6
4079,1984,28,SEA,Cory Blackwell,Wisconsin,1,60,551,202,96,26,0.36700000000000005,0.0,0.509,551,3.4,1.6,0.4,-0.9,-0.081,-7.9,-0.8
4080,1984,29,IND,Stuart Gray,UCLA,7,386,3457,906,1020,148,0.446,0.0,0.6629999999999999,3457,2.3,2.6,0.4,3.3,0.046,-4.2,-1.9
4081,1984,30,GSW,Steve Burtt,Iona College,4,101,1121,584,92,123,0.426,0.14300000000000002,0.695,1121,5.8,0.9,1.2,0.0,0.0,-5.1,-0.9
4082,1984,31,GSW,Jay Murphy,Boston College,4,67,436,160,111,13,0.332,0.0,0.607,436,2.4,1.7,0.2,-0.5,-0.052000000000000005,-8.0,-0.7
4083,1984,32,DET,Eric Turner,Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4084,1984,33,POR,Steve Colter,New Mexico State,8,526,9570,3319,1051,1482,0.44799999999999995,0.289,0.778,9570,6.3,2.0,2.8,17.3,0.087,-0.2,4.4
4085,1984,34,WSB,Tony Costner,Saint Joseph's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4086,1984,35,GSW,Othell Wilson,Virginia,2,127,2049,535,212,424,0.45399999999999996,0.17600000000000002,0.746,2049,4.2,1.7,3.3,1.4,0.032,-1.3,0.4
4087,1984,36,PHO,Charles Jones,Louisville,4,201,3009,1015,758,206,0.493,0.111,0.611,3009,5.0,3.8,1.0,4.5,0.07200000000000001,-0.9,0.8
4088,1984,37,CHI,Ben Coleman,Maryland,5,227,3612,1494,928,128,0.516,0.0,0.759,3612,6.6,4.1,0.6,5.0,0.067,-3.4,-1.3
4089,1984,38,DAL,Charlie Sitton,Oregon State,1,43,304,91,60,26,0.415,0.0,0.52,304,2.1,1.4,0.6,0.1,0.008,-5.3,-0.2
4090,1984,39,SEA,Danny Young,Wake Forest,10,574,9536,2622,709,1674,0.43700000000000006,0.327,0.835,9536,4.6,1.2,2.9,20.2,0.10099999999999999,0.7,6.6
4091,1984,40,DAL,Anthony Teachey,Wake Forest,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4092,1984,41,DAL,Tom Sluby,Notre Dame,1,31,151,73,12,16,0.517,0.0,0.619,151,2.4,0.4,0.5,0.2,0.052000000000000005,-3.4,0.0
4093,1984,42,DEN,Willie White,Chattanooga,2,82,577,302,80,82,0.43200000000000005,0.313,0.741,577,3.7,1.0,1.0,0.3,0.027999999999999997,-2.3,0.0
4094,1984,43,CHI,Greg Wiltjer,Oregon State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4095,1984,44,WSB,Fred Reynolds,Texas-El Paso,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4096,1984,45,GSW,Gary Plummer,Boston University,2,126,1439,531,307,66,0.43,0.14300000000000002,0.7170000000000001,1439,4.2,2.4,0.5,0.2,0.006,-6.6,-1.7
4097,1984,46,POR,Jerome Kersey,Longwood University,17,1153,28115,11825,6339,2134,0.465,0.201,0.69,28115,10.3,5.5,1.9,69.5,0.11900000000000001,0.7,19.3
4098,1984,47,BOS,Ronnie Williams,Florida,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4101,1984,48,PHI,James Banks,Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4102,1984,49,CHI,Tim Dillon,Northern Illinois,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4103,1984,50,CLE,Ben McDonald,"University of California, Irvine",4,176,3692,1061,568,236,0.46799999999999997,0.22699999999999998,0.727,3692,6.0,3.2,1.3,2.5,0.033,-4.2,-2.1
4104,1984,51,HOU,Jim Petersen,Minnesota,8,491,9802,3397,2354,487,0.486,0.071,0.725,9802,6.9,4.8,1.0,13.8,0.067,-2.7,-1.6
4105,1984,52,SEA,Terry Williams,Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4106,1984,53,WSB,Ricky Ross,Tulsa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4107,1984,54,KCK,Roosevelt Chapman,Dayton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4108,1984,55,GSW,Lewis Jackson,Alabama State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4109,1984,56,KCK,Jeff Allen,St. John's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4110,1984,57,SAS,Joe Binion,North Carolina A&T,1,11,51,14,18,1,0.4,0.0,0.6,51,1.3,1.6,0.1,0.1,0.092,-1.7,0.0
4111,1984,58,ATL,Bobby Parks,Memphis,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4112,1984,59,PHO,Murray Jarman,Clemson,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4113,1984,60,CLE,Leonard Mitchell,LSU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4114,1984,61,DAL,Jeff Cross,University of Maine,1,21,128,26,30,1,0.25,0.0,0.56,128,1.2,1.4,0.0,-0.1,-0.038,-11.4,-0.3
4115,1984,62,UTA,David Pope,Norfolk State,2,33,203,62,29,9,0.35600000000000004,0.5,0.529,203,1.9,0.9,0.3,-0.1,-0.026000000000000002,-8.1,-0.3
4116,1984,63,NJN,Yommy Sangodeyi,Sam Houston State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
